state,date,tweet_count,total_likes,sentiment_avg,total_retweets,total_followers,most_common_issues,most_common_derogatory_language,most_common_adjectives,top_10_user_screen_name,most_common_hashtag,top_hashtags,top_cleaned_tweet,states_code
Delaware,2020-10-24,15,37.0,-0.05805333333333333,12.0,26146.0,order,racism,dead,"['jenniferTVTweet', 'anderzijds140', 'judymorris3', 'JosephR_BidenJr', 'mshalk', 'enpointekaren1', 'CupOJoe_DE', 'lisadave1111']",#biden,['#biden'],['this is what trump ordered for lunch today joebiden'],DE
Delaware,2020-10-25,7,10.0,0.029857142857142884,2.0,10727.0,hunter biden,war,american,"['shaneandmisty', 'JosephR_BidenJr', 'Joey301Thomas', 'MajBinDE', 'enpointekaren1', 'judymorris3', 'DelawareBarbie']",#biden,['#biden'],['breakingnews twitter doing everything it can to bury the hunter story get used to it folks vote in biden and youll never know whats truly going on'],DE
Delaware,2020-10-26,8,30.0,0.013874999999999992,18.0,19589.0,fraud,rage,amazing,"['judymorris3', 'jenniferTVTweet', 'ShannonBrownArt', 'NanaLei6', 'ToooTallTony']",#biden,['#biden'],['wondering what joebiden was referencing when he mentioned the darkwinter democrats this article explains a very disturbing plan for america joe knows because hes part of it'],DE
Delaware,2020-10-27,42,25.0,0.16427142857142857,5.0,44728.0,energy,rage,affordable electric huge healthier unfair only,"['juanabpresident', 'JoeBidenn_', 'jenniferTVTweet', 'judymorris3', 'DelawareBarbie', 'brywharris', 'angmariefashion', 'anderzijds140', 'medit8now', 'bbhen2']",#biden,['#biden'],['i know it is the most important election for you because it is your last election biden joebiden biden bidenwon joebiden joebidenforpresident trump trumporbiden'],DE
Delaware,2020-10-28,9,28.0,-0.23668888888888887,5.0,4923.0,corrupt,"criminal, criminal",angry rife,"['jenniferTVTweet', 'Jeffrey91808941', 'klagola', 'NanaLei6', 'MarkEichmann']",#trump,['#trump'],['i agree extremely credible intelligent and hes saying if you dont believe me look at the multitude of evidence my take joebiden never became rich in his  years of public service visavis other politicians it was his turn to cash in before retirement'],DE
Delaware,2020-10-29,10,6.0,-0.13551000000000002,4.0,31725.0,corrupt,No derogatory_language,beholden joebiden,"['jenniferTVTweet', 'medit8now', 'mary25jane', 'JohnnyJsalsa', 'delaware_mike']",#trump,['#trump'],['we have deep state pizza deep state beaches deep state restaurantsbars not too shabby for the home state of the deep state candidate biden'],DE
Delaware,2020-10-30,9,1.0,0.07138888888888892,3.0,21385.0,china,No derogatory_language,bad safe,"['enpointekaren1', 'Jeffrey91808941', 'waterspryt', 'DelawareBarbie', 'lovedogs14', 'MRiley1967', 'Jay_P_']",#biden,['#biden'],['umm what just the opposite is happeningmore and more countries are signing on to peace deal with israel thank you joebiden presidentofpeace peaceistheprize'],DE
Delaware,2020-10-31,6,5.0,-0.20853333333333332,1.0,6385.0,law,riot,bad,"['DelawareBarbie', 'enpointekaren1', 'brywharris', 'bcchuck22', 'MeanestMomEver']","#americaortrump,#bidenharris2020,#biden,#bidenharris,#tre45on,#benedictdonald,#vote","['#biden,#obama']",['the kids raised during biden and obama admin are the ones protesting and rioting'],DE
Delaware,2020-11-01,7,30.0,0.21914285714285714,6.0,118458.0,law,war,entire,"['BrianDiSab', 'enpointekaren1', 'BrandywineBuzz', 'Jeffrey91808941', 'WritersRelief', 'drbob']","#election2020,#biden,#trump,#delaware","['#election2020,#biden,#trump,#delaware']",['our state community and psyche are in a state of emergency cant we figure out how to safely hold this event the country could look to this model as a way to heal god knows we need this election biden trump delaware'],DE
Delaware,2020-11-02,12,3.0,0.049249999999999995,0.0,4254.0,"corrupt, china",rage,outrageous chinese corrupt,"['SHIconcepts', 'drbob', 'NanaLei6', 'DirtyWaterDog1', 'jenniferTVTweet', 'dsmith2303', 'cgaiter', 'BellaTrysts', 'Ayatollah8888', 'kashnerlife']","#china,#electiondistraction,#facebook,#invasion,#communism,#fuckchina,#corrupt,#trump,#biden,#corruption,#ww3","['#china,#electiondistraction,#facebook,#invasion,#communism,#fuckchina,#corrupt,#trump,#biden,#corruption,#ww3']",['the censorship from facebook is outrageous they really do not want people knowing the amount of increasing chinese military in canada since the beginning of the year china electiondistraction facebook invasion communism fuckchina corrupt trump biden corruption ww'],DE
Delaware,2020-11-03,25,18.0,0.191448,6.0,33118.0,justice,riot,catholic,"['DirtyWaterDog1', 'kahblanco1776', 'enpointekaren1', 'TheDialogWilm', 'GiffyDeb', 'MikeKillmon', 'NathanDavies043', 'ToooTallTony', 'ChastityBelt33', 'Ayatollah8888']",#trump,['#trump'],['as a voter i pledge that i wont riot if wins will biden voters pledge that as well if trump wins election maga joebiden'],DE
Delaware,2020-11-04,26,16.0,0.042746153846153837,1.0,34494.0,blacks,attack,loser,"['EBergMusic', 'lorettafts81', 'drbob', 'enpointekaren1', 'bcchuck22', 'OluAyeni', '_omfgjuan', 'MyTwoCentsFolks', 'klagola', 'DaveSordelet']","#trump,#loser,#biden2020","['#trump,#loser,#biden2020']",['trump is losing loser biden'],DE
Delaware,2020-11-05,39,45.0,-0.22423846153846155,10.0,98252.0,fraud,hate,loser,"['lorettafts81', 'enpointekaren1', 'Dan_the_Man88_', 'WoodrowUncle', 'anderzijds140', 'JoeBidenUSA20', 'ThedogerRm', 'phillycheryl', 'ToooTallTony', 'Pat_Reynolds87']","#trump,#loser,#biden2020","['#trump,#loser,#biden2020']",['trump is losing loser biden'],DE
Delaware,2020-11-06,22,33.0,0.04120454545454546,0.0,24749.0,china,hate,big,"['GiffyDeb', 'Yeah_she_ACutie', 'Jsantoro', 'thebeachabc', 'enpointekaren1', 'studer_baer', 'locconsulting', 'JulietPapah', 'donna35850', 'Debbie19702']",#biden,['#biden'],['guess no russia interference with the trump totals this time china took over for biden'],DE
Delaware,2020-11-07,46,175.0,0.3142456521739131,31.0,48347.0,law,war,extra,"['jamesdavis4655', 'hisoapbox', 'WMDMEDIA', 'enpointekaren1', 'MaxLandra', 'jenniferTVTweet', 'billbretz', 'Kristylea81', 'GuerryEthan', 'EvilAndy_Warhol']",#biden,"['#election2020,#trump,#biden,#bidenharis2020,#election2020results,#byebyetrump,#uselectionresults2020,#bidenharris2020']",['election trump biden bidenharis electionresults byebyetrump uselectionresults bidenharris'],DE
Delaware,2020-11-08,27,65.0,0.269637037037037,7.0,25110.0,law,war,ass same same,"['EBergMusic', 'anderzijds140', 'MariyaThomass', 'JulietPapah', 'barkley_luna', 'Defenderdebi', 'Yeah_she_ACutie', 'nicatniteshow', 'MaxLandra', 'CThompsonGeorge']",#biden,['#biden'],['joebiden and myself have the following in common  we both went to udel him class of  myself class of   we both live in wilmington de bidenharris udelrising presidentelectjoe'],DE
District of Columbia,2020-10-15,292,3416.0,0.01879486301369863,1470.0,5878202.0,covid,war,big,"['POTUSNetwork', 'LibraAbsolut', 'crypticvalentin', 'AnneRPierce', 'InDonaldTrump', 'CPTDoomDC', 'suzannelynch1', 'CommonToadnMd', 'darrenculbreath', 'FES_DC']",#trump,['#trump'],['if is elected potus will he try to pack the scotus with liberal judges please vote amp retweet to spread poll thanks everyone welcome to participate biden trump joebiden thursdaymorning thursdayvibes thursdaythoughts thursday'],DC
District of Columbia,2020-10-16,541,14065.0,-0.004833641404805915,5458.0,12114149.0,covid,war,more,"['crypticvalentin', 'HuemanityX', 'POTUSNetwork', 'suzannelynch1', 'miketheidealist', 'LibraAbsolut', 'Sassovivente', 'phuffdaddy', 'InDonaldTrump', 'drudc77']",#trump,['#trump'],['townhalls biden  minutes trumpcovid  minutes stamina'],DC
District of Columbia,2020-10-17,281,8739.0,0.014911387900355873,3265.0,7361187.0,covid,war,more,"['POTUSNetwork', 'crypticvalentin', '_Michelangelo__', 'Wizard_Predicts', 'InDonaldTrump', 'Cavanaugh_X', 'LibraAbsolut', 'WashNewsLine', 'AnneRPierce', 'Trudee601']",#trump,['#trump'],['misleadingnews us democratic presidential nominee joebiden called trump supporters the dregs of society here is misbars investigation news factcheck breakingnews facts'],DC
District of Columbia,2020-10-18,250,11976.0,0.0337888,5003.0,11393244.0,maga,anger,worst,"['POTUSNetwork', 'KNaughton711', 'DonaldTrumpett3', 'crypticvalentin', 'Wizard_Predicts', 'Cavanaugh_X', 'TheInfiniteAge', 'suzannelynch1', 'keepamericagr88', 'KyleOlbert']",#trump,['#trump'],['there is no way joebiden can get a security clearance for the presidency under current circumstances furthermore too much is on the line and too much is unknown for him to continue running for president we should not enable him any longer for the sake of national security'],DC
District of Columbia,2020-10-19,342,7065.0,-0.024867836257309945,3206.0,7782256.0,china,terror,congressional susceptible geopolitical military political,"['POTUSNetwork', 'crypticvalentin', 'AnneRPierce', 'JuhemNR', '_Michelangelo__', 'BErickson_BIO', 'Cavanaugh_X', 'LibraAbsolut', 'WashNewsLine', 'elanacurl']",#trump,['#trump'],['time for congressional oversight with bigtech amp msm disappearing biden emails story amp fbi stonewalling we have to know if biden is susceptible to blackmail from uss nowbiggest geopolitical military amp political adversary china which wants to take us amp its allies down'],DC
District of Columbia,2020-10-20,341,17016.0,-0.018775659824046914,6954.0,20766264.0,covid,war,covid,"['POTUSNetwork', 'Wizard_Predicts', 'LibraAbsolut', 'crypticvalentin', 'JudicialWatch', 'howardfineman', 'suzannelynch1', 'TheInfiniteAge', 'Cavanaugh_X', 'bronrott']",#trump,['#trump'],['breakingnews donaldtrump paid his daughter ivankatrump  for consulting then deducted it from his taxes but lets talk about hunter vote votebluetoendthisnightmare'],DC
District of Columbia,2020-10-21,408,13538.0,-0.05098774509803922,4949.0,18919735.0,china,war,more,"['crypticvalentin', 'POTUSNetwork', 'LibraAbsolut', 'TBlackwe85', 'suzannelynch1', 'Wizard_Predicts', 'JudicialWatch', 'CalawayJaneen', '_Michelangelo__', 'MarkusWinston']",#trump,['#trump'],['a look ahead at the election and the potential policies offered by each candidate check out our latest trump biden election'],DC
District of Columbia,2020-10-22,401,19109.0,-0.03416134663341646,6115.0,19860053.0,corrupt,war,good characteristic tiny cardiovascular healthy,"['POTUSNetwork', 'suzannelynch1', 'LibraAbsolut', 'FreedomWorks', 'AnneRPierce', 'howardfineman', 'trifectablog', '_Michelangelo__', 'TBlackwe85', 'WashNewsLine']",#trump,['#trump'],['its good we discovered this when we did said dr scott atlas the characteristic tiny meatballs represent a cardiovascular risk to the president debate donaldtrump healthy'],DC
District of Columbia,2020-10-23,1113,27868.0,-0.014999730458221025,6691.0,27533396.0,covid,war,joebiden covid,"['RunThePollsVote', 'LibraAbsolut', 'POTUSNetwork', 'Sassovivente', 'DonaldTrumpett3', 'phuffdaddy', 'BM4Flint', 'RachelVanD', '_Michelangelo__', 'KNaughton711']",#trump,['#trump'],['americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich southparkseason debates'],DC
District of Columbia,2020-10-24,290,15303.0,-0.022567241379310345,5150.0,15449761.0,covid,hate,worst,"['POTUSNetwork', 'Cavanaugh_X', 'HuemanityX', '_Michelangelo__', 'Wizard_Predicts', 'suzannelynch1', 'TBlackwe85', 'TheInfiniteAge', 'Paula_Turner2', 'howardfineman']",#trump,['#trump'],['wake up america he proves that he is the worst president ever donaldtrump trumptakesnoresponsibilityatall trumpscoronavirus republicans gopbetrayedamerica gop trumpiskillingamerica trumpterrorism superspreader'],DC
District of Columbia,2020-10-25,253,9468.0,-0.014360474308300394,3677.0,11124596.0,covid,war,covid,"['POTUSNetwork', 'suzannelynch1', 'JonDKatz', 'KhalilEJahshan', 'Mark85514602', 'BErickson_BIO', 'JudicialWatch', '_Michelangelo__', 'TBlackwe85', 'CitizenData']",#trump,['#trump'],['libertarian corona makeamericagreatagain republicans biden democracy elections media like kirstiealley joebiden meme trumpnowmorethanever supermantrump superman supermanmot trump votehimout'],DC
District of Columbia,2020-10-26,404,121909.0,-0.025618564356435645,26090.0,17347242.0,covid,war,covid,"['POTUSNetwork', 'crypticvalentin', 'TBlackwe85', 'InDonaldTrump', 'LibraAbsolut', 'KNaughton711', '_Michelangelo__', 'miketheidealist', 'Wizard_Predicts', 'HuemanityX']",#trump,['#trump'],['wake up america he proves that he is the worst president ever donaldtrump trumptakesnoresponsibilityatall trumpscoronavirus republicans gopbetrayedamerica gop trumpiskillingamerica trumpterrorism superspreader ridenwithbiden'],DC
District of Columbia,2020-10-27,313,16110.0,0.03182907348242812,5330.0,12360501.0,covid,threat,leadright great,"['Cavanaugh_X', 'suzannelynch1', 'Wizard_Predicts', 'WashNewsLine', 'crypticvalentin', '_Michelangelo__', 'HuemanityX', 'outtacontext', 'InDonaldTrump', 'MichaelOlhava']",#trump,['#trump'],['pennsylvania new york times trump carrying  of philly biden  points behind hillary a  point swing in philly county alone could net trump  votes is the nyt correct but i dont imagine the riots are gonna help biden close the gap '],DC
District of Columbia,2020-10-28,402,14135.0,-0.022882089552238808,5287.0,13236920.0,maga,war,bitcoin free frank,"['AracelSandoval', 'gayletrotter', 'ANDmagazine', 'patrick_hostis', 'WalidPhares', 'saasholenumero1', 'imntramarao', 'suzannelynch1', 'HuemanityX', '_Michelangelo__']",#trump,['#trump'],['electionday election biden trump'],DC
District of Columbia,2020-10-29,372,11520.0,-0.04155913978494624,3918.0,18418049.0,covid,war,much,"['HuemanityX', 'Wizard_Predicts', 'suzannelynch1', 'crypticvalentin', 'politicalhispan', 'AracelSandoval', 'cgtnamerica', 'LibraAbsolut', 'joinasap', 'InDonaldTrump']",#trump,['#trump'],['biden could take over the largest vaccine effort in us history via operationwarpspeed'],DC
District of Columbia,2020-10-30,396,18068.0,-0.013478282828282827,5344.0,17833687.0,covid,"kill, terror",worst,"['POTUSNetwork', 'crypticvalentin', 'jayson_messner', 'jacksons1399', 'suzannelynch1', '12daysinjune', 'Cavanaugh_X', 'politicalhispan', 'blue_labs', 'mobbiemobes']",#trump,['#trump'],['wake up america he proves that he is the worst president ever donaldtrump trumptakesnoresponsibilityatall trumpscoronavirus republicans gopbetrayedamerica gop trumpiskillingamerica trumpterrorism superspreader'],DC
District of Columbia,2020-10-31,325,5016.0,-0.026099999999999998,1724.0,8016529.0,covid,war,covid,"['POTUSNetwork', 'suzannelynch1', 'crypticvalentin', 'HuemanityX', 'politicalhispan', 'jacksons1399', 'WashNewsLine', 'joinasap', 'InDonaldTrump', 'jayson_messner']",#trump,['#trump'],['wake up america he proves that he is the worst president ever donaldtrump trumptakesnoresponsibilityatall trumpscoronavirus republicans gopbetrayedamerica gop trumpiskillingamerica trumpterrorism superspreader'],DC
District of Columbia,2020-11-01,467,18574.0,0.021864025695931478,5481.0,15311051.0,maga,war,more,"['POTUSNetwork', '_Michelangelo__', 'suzannelynch1', 'LibraAbsolut', 'crypticvalentin', 'TBlackwe85', 'Victory_AM88', 'Cavanaugh_X', 'ElectionLawCtr', 'jacksons1399']",#trump,['#trump'],['donaldtrumps promises in  build a border wall paid by mexico progress no wall not a cent from mexico make america great again for whatever that means progress currently the us is the scariest place to live on earth better healthcare progress vote'],DC
District of Columbia,2020-11-02,581,21766.0,0.014527022375215144,6354.0,20508037.0,covid,war,more,"['POTUSNetwork', 'jacksons1399', 'KNaughton711', 'InDonaldTrump', 'todaynewsafrica', 'suzannelynch1', 'politicalhispan', 'AracelSandoval', 'joinasap', 'TBlackwe85']",#trump,['#trump'],['trump redwaverising'],DC
District of Columbia,2020-11-03,720,14850.0,0.02375263888888889,4705.0,23534048.0,maga,war,military civil rebellious,"['POTUSNetwork', 'politicalhispan', 'DonaldTrumpett3', 'Akshobh', 'suzannelynch1', 'KingPhenixDragn', 'InDonaldTrump', '_Michelangelo__', 'crypticvalentin', 'FreedomWorks']",#trump,['#trump'],['trump ideals follow the onepiece theme  celestialdragons world leaders worldgovernment military worldnavy police cp cp white supremacists warlords civil rights groups emperors rebellious citizens piratecrews trumpers amp antitrumpers othercivilians vote'],DC
District of Columbia,2020-11-04,1208,62065.0,0.08622210264900662,14903.0,60217533.0,law,war,joebiden,"['suzannelynch1', 'POTUSNetwork', 'HuemanityX', '_Michelangelo__', 'cgtnamerica', 'joinasap', 'politicalhispan', 'ByTomFrank', 'KNaughton711', 'realtyleryz']",#trump,['#trump'],['election latest georgia and northcarolina remain uncalled in the us presidential race but both show trump leading biden with most of the votes counted election election learn more'],DC
District of Columbia,2020-11-05,833,54967.0,0.037336854741896755,9248.0,28670209.0,law,war,joebiden,"['joebiden2511', 'POTUSNetwork', 'suzannelynch1', 'cgtnamerica', 'politicalhispan', 'howardfineman', '_Michelangelo__', 'Sassovivente', 'crypticvalentin', 'lunini']","#usa,#uspresidentialelection,#usaelections2020,#uselection2020,#elections2020,#election2020,#electionnight,#trump,#biden,#americadecides2020,#trump2020,#biden2020","['#usa,#uspresidentialelection,#usaelections2020,#uselection2020,#elections2020,#election2020,#electionnight,#trump,#biden,#americadecides2020,#trump2020,#biden2020']",['whose th president of the usa uspresidentialelection usaelections uselection elections election electionnight donaldtrump joebiden americadecides trump biden'],DC
District of Columbia,2020-11-06,819,71841.0,-0.010227350427350424,15146.0,24948008.0,fraud,war,joebiden,"['joebiden2511', 'crypticvalentin', 'POTUSNetwork', 'suzannelynch1', 'TBlackwe85', 'politicalhispan', 'howardfineman', 'garexvc', 'Sassovivente', '_Michelangelo__']",#trump,['#trump'],['thanks a lot to the  people who participated in the survey uspresidentialelection usaelections uselection elections election electionnight donaldtrump joebiden americadecides trump biden usavotes'],DC
District of Columbia,2020-11-07,1171,101507.0,0.1684794192997438,14588.0,25208961.0,maga,war,joebiden,"['suzannelynch1', 'POTUSNetwork', 'lunini', 'TakedaShingen08', 'cgtnamerica', 'ntahokaja4', 'howardfineman', 'D_J_Trump2024', 'LibraAbsolut', 'WashNewsLine']",#biden,['#biden'],['its not happening the supreme court has intervened and based on the rampant fraud they will award the election to trump there is a price for lawlessness'],DC
District of Columbia,2020-11-08,745,35076.0,0.1407958389261745,7613.0,24359119.0,covid,war,popular,"['crypticvalentin', 'POTUSNetwork', 'suzannelynch1', 'LibraAbsolut', 'miketheidealist', 'Akshobh', 'Sarastapleton12', 'jayson_messner', 'WeActRadio', 'JKhawlyAH']",#biden,['#biden'],['did you know donaldtrump can lose the popular vote lose the electoralcollege refuse to concede amp still be sworn in as potus staywoke itaintoveryet election electionresults dontgetcomplacent no concessionspeech yet'],DC
Florida,2020-10-15,727,2051.0,-0.014414993122420908,1042.0,4815725.0,maga,war,liberal pleased,"['mcleod', 'SteveKlinko', 'RissmillerKevin', 'Huntress62', 'shrstraker', 'mclozano1111', 'DavidDurandMD', 'Amambo12Carlos', 'DMParnellart', 'McPinions']",#trump,['#trump'],['this is todays gop trump gop maga election voteblue rememberinnovember votethemallout vote blue'],FL
Florida,2020-10-16,1066,3512.0,0.00864953095684803,713.0,6116306.0,maga,war,more,"['mcleod', 'SteveKlinko', 'mclozano1111', 'DavidDurandMD', 'Huntress62', 'shrstraker', 'Amambo12Carlos', 'RissmillerKevin', 'NormanGYoung', 'TheDeniseFolsom']",#trump,['#trump'],['this is todays gop trump gop maga election voteblue rememberinnovember votethemallout vote blue'],FL
Florida,2020-10-17,648,2288.0,0.013255709876543209,672.0,3691385.0,maga,hate,liberal pleased,"['mcleod', 'SteveKlinko', 'ResitsTrump', 'shrstraker', 'mclozano1111', 'TrumanDem', 'Amambo12Carlos', 'FSBOHighlands', 'GollingerH', 'NewsToter']",#trump,['#trump'],['sanfrancisco rightwingrally trump biden election twitterhq mob antifa demosticterrorists'],FL
Florida,2020-10-18,667,1978.0,-0.058211394302848586,1049.0,2769115.0,hunterbiden,war,many,"['TheRealErmanno', 'Amambo12Carlos', 'shrstraker', 'RealBobStark', 'mcleod', 'jo_jlsr3353', 'Trump__Train__', 'REFrankel', 'RissmillerKevin', 'HollywoodBlvd1']","#democrat,#biden,#hunterbidenlaptop","['#democrat,#biden,#hunterbidenlaptop']",['democrat s need to watch this joebiden wouldnt even get security clearance at this point how can he be president watch it until the end and then decide they cover many topics associated with the source of the hunterbidenlaptop not just fluff'],FL
Florida,2020-10-19,679,3169.0,0.005648895434462447,1675.0,4258288.0,maga,war,joebiden,"['mcleod', 'Amambo12Carlos', 'GollingerH', 'Arthurknight', 'mclozano1111', 'REFrankel', 'ButtonFranklin', 'Huntress62', 'RealBobStark', 'Trump__Train__']",#trump,['#trump'],['this is appalling donaldtrumpjr dare to talk about corruption lets bring the scale and weight bidens vs trumps kag trump maga votethemallout shameful corruption nobelprize nobelpeaceprize votebidenharristosaveamerica'],FL
Florida,2020-10-20,670,1206.0,0.006684776119402986,492.0,4996524.0,maga,war,joebiden,"['mcleod', 'Amambo12Carlos', 'SteveKlinko', 'ArgeoDominguez', 'DigiCarla', 'HalliShowQuotes', 'jo_jlsr3353', 'Huntress62', 'JerkedGoatNeck', 'FoxmanMusic']",#trump,['#trump'],['a winwin budget cut ichooseamerica trump trumpcrimefamily gop americaortrump trumpdemic foxnewnazis'],FL
Florida,2020-10-21,684,985.0,0.02217529239766082,310.0,3893546.0,maga,hate,joebiden,"['mcleod', 'mclozano1111', 'Amambo12Carlos', 'SteveKlinko', 'jo_jlsr3353', 'sparkette123', 'shrstraker', 'RealBobStark', 'CrabDiving', 'SKUsa11']",#trump,['#trump'],['joebiden trump okay i am being a little juvenile but we cant always dictate how we feel'],FL
Florida,2020-10-22,943,1833.0,-0.08388568398727464,494.0,6890263.0,hunterbiden,war,damning scary,"['TheRealErmanno', 'J21O', 'mcleod', 'SteveKlinko', 'mclozano1111', 'sparkette123', 'slippinjimmyM', 'mgreco84', 'jo_jlsr3353', 'PhillBiker']","#biden,#hunterbidenemails,#biden,#harris,#trump2020tosaveamerica","['#biden,#hunterbidenemails,#biden,#harris,#trump2020tosaveamerica']",['there is an increasing likelihood that biden if elected will be impeached given the cumulatively damning details of hunterbidenemails that means a vote for biden is a vote for harris to be the president and that is something scary to think about trumptosaveamerica'],FL
Florida,2020-10-23,1841,4169.0,0.01725600217273221,989.0,8552649.0,maga,war,joebiden,"['StronglyWordedP', 'mcleod', 'GreggPachPNJ', 'ChrisPawelski', 'TheRealErmanno', 'mclozano1111', 'TheWrightPhotos', 'PhillBiker', 'SteveKlinko', 'DavidDurandMD']",#biden,['#biden'],['there is an increasing likelihood that biden if elected will be impeached given the cumulatively damning details of hunterbidenemails that means a vote for biden is a vote for harris to be the president and that is something scary to think about trumptosaveamerica'],FL
Florida,2020-10-24,654,2196.0,0.026809633027522935,814.0,3205056.0,maga,hate,liberal pleased,"['mcleod', 'SteveKlinko', 'mgreco84', 'SaraWalshFL', 'RinoSciortino', 'PhillBiker', 'GreggPachPNJ', 'Amambo12Carlos', 'NewsToter', 'jo_jlsr3353']",#trump,['#trump'],['trump maga rally in pensacola'],FL
Florida,2020-10-25,747,2174.0,0.02574176706827309,515.0,3740047.0,covid,war,covid,"['FLPublicAffairs', 'J21O', 'SteveKlinko', 'mcleod', 'mclozano1111', 'panamarhradio', 'PhillBiker', 'Unknowbystander', 'ResitsTrump', 'GollingerH']",#trump,['#trump'],['joebidens covid recovery action plan here pass it on joebidenhasacovidplan'],FL
Florida,2020-10-26,668,2240.0,-0.0048356287425149694,597.0,5744342.0,maga,war,more,"['mcleod', 'SteveKlinko', 'ValdaDeDieu', 'DavidDurandMD', 'TerinaKelso', 'TheRealErmanno', 'FLPublicAffairs', 'Trump__Train__', 'jo_jlsr3353', 'sparkette123']",#trump,['#trump'],['trump gop maga election voteblue rememberinnovember vote blue'],FL
Florida,2020-10-27,765,1890.0,0.07545450980392156,971.0,5905906.0,maga,war,liberal pleased,"['BrianCraigShow', 'mcleod', 'SteveKlinko', 'mclozano1111', 'TheJackHHFenton', 'TerinaKelso', 'FloridaVoter7', 'DavidDurandMD', 'jo_jlsr3353', 'ResitsTrump']",#trump,['#trump'],['this man predicted trump would win in  when the polls said hillary would and he shares how donaldtrump will win in  trump trumplandslide'],FL
Florida,2020-10-28,765,1833.0,-0.016762483660130723,438.0,3994543.0,maga,war,covid,"['mcleod', 'GeneKelsey', 'SteveKlinko', 'Amambo12Carlos', 'ResitsTrump', 'jo_jlsr3353', 'PhillBiker', 'hoaxtrump9993', 'lillymckim', 'FoxmanMusic']",#trump,['#trump'],['this is todays gop trump gop maga election voteblue rememberinnovember votethemallout vote blue'],FL
Florida,2020-10-29,805,1936.0,0.08228136645962733,480.0,7049684.0,maga,war,liberal pleased,"['BrianCraigShow', 'Amambo12Carlos', 'mcleod', 'SteveKlinko', 'GeneKelsey', 'mclozano1111', 'GollingerH', 'jo_jlsr3353', 'NewsToter', 'FoxmanMusic']",#trump,['#trump'],['trump will win donaldtrump must win'],FL
Florida,2020-10-30,749,1432.0,0.010823497997329772,619.0,6448753.0,maga,war,sick,"['mcleod', 'BrianCraigShow', 'SteveKlinko', 'Teri423', 'ChrisWolfe33', 'a4floridacajun', 'SeniorVPres', 'Matthew25_73', 'FLPublicAffairs', 'FSBOHighlands']",#trump,['#trump'],['hillaryclinton says donaldtrump win would make her sick to her stomach'],FL
Florida,2020-10-31,691,2740.0,0.10994587554269175,1287.0,5910431.0,maga,war,huge sick,"['BrianCraigShow', 'mcleod', 'SteveKlinko', 'FLPublicAffairs', 'Amambo12Carlos', 'NewsToter', 'jo_jlsr3353', 'ResitsTrump', 'HollywoodBlvd1', 'ChrisWolfe33']",#trump,['#trump'],['trump is winning in a huge redwave hillary says donaldtrump winning will make her sick trumplandslide'],FL
Florida,2020-11-01,777,3043.0,-0.0015025740025740022,832.0,5667363.0,maga,hate,more bankrupt responsible,"['Amambo12Carlos', 'Heart69887851', 'mcleod', 'REALlyPOTtUS', 'ScottM4Trump', 'mclozano1111', 'panamarhradio', 'FoxmanMusic', 'DavidDurandMD', 'SeniorVPres']",#biden,['#biden'],['america has more deaths amp loss than any country in the world trump and put their profits before america trump drained billions of taxpayers dollars for himself while americans died and went bankrupt trump is responsible americaortrump'],FL
Florida,2020-11-02,1052,5475.0,0.059609220532319394,2316.0,5193984.0,maga,war,joebiden,"['Amambo12Carlos', 'mcleod', 'REALlyPOTtUS', 'LLFredrick', 'TheDeniseFolsom', 'SteveKlinko', 'RBradley777', 'TheDelrayPost', 'TsunamiRenee', 'mclozano1111']",#trump,['#trump'],['tunein monday am radio analysis donaldtrump joebiden election decisions florida vote republican democrats mondaymotivation vote'],FL
Florida,2020-11-03,1227,7261.0,0.13575362673186636,1997.0,6243010.0,maga,war,covid military amp more,"['GeneKelsey', 'REALlyPOTtUS', 'mcleod', 'Amambo12Carlos', 'J21O', 'FLPublicAffairs', 'SteveKlinko', 'TheRealErmanno', 'NewsToter', 'MichelDKerrigan']",#trump,['#trump'],['lindsey blindly supports trump downplaying covid disrespecting military amp veterans battling aca amp protections for preexisting conditions and more sc deserves a leader who cares about them more than they do themself amp trump lindseymustgo vote'],FL
Florida,2020-11-04,1382,5748.0,0.062335528219971056,1590.0,5949727.0,maga,war,more,"['ButtonFranklin', 'ministercookie', 'AngelaDuhart', 'UCFKnightNews', 'mcleod', 'rloewe65', 'SunAndStormInv', 'BrighidsForge', 'sparkette123', 'AngelinaWTSP']",#trump,['#trump'],['oh shit i think joebiden may win the next michigan man of the year award'],FL
Florida,2020-11-05,973,2030.0,0.021703802672147995,504.0,4482927.0,maga,war,enough next welcome,"['mcleod', 'AngelaDuhart', 'rloewe65', 'weenjoy113', 'SunAndStormInv', 'ValodiaTropical', 'FLPublicAffairs', 'VampiroChef1', 'DebDeb2123', 'AngelinaWTSP']",#trump,['#trump'],['count every vote trump gop maga election vote counteveryvote countallthevotes countthevotes postelection'],FL
